brand,model,age,km_driven,transmission,owner,fuel_type,posted_date,ask_price,log_price
Hyundai,Creta,10,73000,Automatic,second,Diesel,Nov-24,625000,13.345506928718539
BMW,5 Series,8,69000,Automatic,second,Diesel,Nov-24,3695000,15.12249111236444
Maruti Suzuki,Other_Models,7,34000,Manual,first,Petrol,Nov-24,425000,12.959844447906553
Honda,Jazz,8,139000,Manual,second,Diesel,Nov-24,320000,12.676076274775909
Audi,Other_Models,8,73000,Automatic,second,Diesel,Nov-24,2151000,14.581443408249868
Hyundai,Creta,8,50000,Manual,first,Petrol,Nov-24,799999,13.592365756649283
Hyundai,Verna,2,23000,Automatic,first,Petrol,Nov-24,1525000,14.237504968023648
Other_Brands,Rapid,7,174000,Automatic,first,Diesel,Oct-24,710000,13.473020249017498
Maruti Suzuki,Other_Models,3,27000,Manual,first,Petrol,Nov-24,1575000,14.269765830241871
Hyundai,Other_Models,14,72000,Manual,second,Petrol,Nov-24,205000,12.230765258120545
Audi,Other_Models,11,45000,Automatic,second,Diesel,Nov-24,1200000,13.997832114758229
Mercedes-Benz,Other_Models,15,117000,Automatic,first,Diesel,Nov-24,990000,13.805460222110773
Other_Brands,Endeavour,9,98500,Automatic,second,Diesel,Oct-24,1995000,14.506154608306101
Hyundai,Creta,7,68500,Manual,second,Diesel,Nov-24,714999,13.480036423073768
Other_Brands,Other_Models,8,76000,Automatic,second,Petrol,Nov-24,445000,13.005829561148378
Audi,Other_Models,9,139000,Automatic,first,Diesel,Nov-24,2399000,14.690562541821832
Maruti Suzuki,Ertiga,5,40000,Automatic,first,Petrol,Nov-24,900000,13.710150042306449
Maruti Suzuki,Vitara-Brezza,8,77500,Manual,second,Diesel,Nov-24,790000,13.579788224443204
Honda,Jazz,8,78000,Automatic,second,Petrol,Nov-24,550000,13.217673557208654
Toyota,Fortuner,3,61000,Automatic,first,Diesel,Sep-24,3600000,15.096444403426338
Hyundai,Other_Models,2,24000,Automatic,second,Diesel,Oct-24,1975000,14.496078956317358
Maruti Suzuki,Other_Models,17,96000,Manual,second,Petrol,Nov-24,199000,12.201060103706629
Other_Brands,Other_Models,4,12300,Manual,second,Petrol,Nov-24,580000,13.270783382522602
Other_Brands,Other_Models,7,39000,Automatic,second,Diesel,Nov-24,3149999,14.962912693341448
Other_Brands,Other_Models,10,18,Manual,second,Petrol,Nov-24,999599,13.815109477542274
Honda,City,11,91000,Manual,second,Diesel,Nov-24,550000,13.217673557208654
Audi,A6,2,12000,Automatic,first,Petrol,Nov-24,5100000,15.444751097694555
Other_Brands,Endeavour,7,90000,Automatic,second,Diesel,Nov-24,2350000,14.669925886120343
Maruti Suzuki,Swift-Dzire,11,91000,Manual,second,Diesel,Nov-24,370000,12.821258284620408
Volkswagen,VentoTest,13,42000,Manual,first,Petrol,Nov-24,300000,12.611537753638338
Other_Brands,Other_Models,10,25000,Automatic,first,Diesel,Nov-24,2390000,14.686803923907693
Mahindra,Scorpio,3,44000,Manual,first,Diesel,Nov-24,1335000,14.104441849816487
Other_Brands,Other_Models,3,11425,Automatic,first,Petrol,Oct-24,749000,13.526494262499357
Other_Brands,Duster,12,65000,Manual,second,Diesel,Nov-24,359000,12.791077667470416
Mercedes-Benz,Other_Models,9,39000,Automatic,first,Petrol,Nov-24,7495000,15.829746689518835
Honda,City,8,55000,Manual,second,Petrol,Oct-24,625000,13.345506928718539
Other_Brands,Rapid,8,77000,Manual,second,Diesel,Nov-24,590000,13.287877815881902
Hyundai,Other_Models,10,54000,Manual,first,Petrol,Nov-24,374000,12.832011076396668
BMW,Other_Models,7,42000,Automatic,first,Diesel,Nov-24,3999999,15.201804669084133
Mahindra,Other_Models,6,80000,Manual,first,Diesel,Nov-24,775000,13.560618308335483
Hyundai,Creta,6,86000,Manual,first,Diesel,Nov-24,850000,13.652991628466498
Hyundai,Creta,3,25000,Automatic,first,Petrol,Nov-24,1650000,14.316285845876763
Mahindra,Scorpio,6,16,Automatic,second,Diesel,Nov-24,1027000,13.842152488910695
Volkswagen,VentoTest,12,61000,Manual,first,Petrol,Nov-24,351000,12.768541502448002
Honda,Jazz,8,55000,Manual,second,Petrol,Nov-24,475000,13.071070083016778
Mahindra,Other_Models,9,71111,Manual,first,Diesel,Nov-24,530000,13.180632285528304
Hyundai,Creta,6,52000,Automatic,first,Petrol,Nov-24,1075000,13.8878312195439
Maruti Suzuki,Swift,14,72119,Manual,second,Petrol,Nov-24,209999,12.254858047783506
Hyundai,Venue,5,74000,Manual,first,Diesel,Nov-24,935000,13.748301808270824
Hyundai,Other_Models,10,20,Manual,second,Petrol,Nov-24,375000,12.834681304952548
Other_Brands,Other_Models,15,80000,Automatic,second,Diesel,Nov-24,225000,12.323855681186558
Maruti Suzuki,Baleno,6,50000,Manual,first,Petrol,Apr-24,575000,13.262125319779487
Maruti Suzuki,Other_Models,9,55000,Manual,second,Petrol,Aug-24,315000,12.66032791780777
Other_Brands,Other_Models,8,20000,Automatic,first,Petrol,Nov-24,5600000,15.538277155705378
Maruti Suzuki,Other_Models,7,87000,Manual,second,Diesel,Nov-24,530000,13.180632285528304
Honda,Other_Models,6,51000,Manual,first,Petrol,Nov-24,740000,13.514405465180353
BMW,5 Series,9,47000,Automatic,second,Diesel,Nov-24,2500000,14.73180128983843
Hyundai,Creta,6,78000,Automatic,first,Petrol,Oct-24,1045000,13.85952744338105
Maruti Suzuki,Swift,13,98000,Manual,second,Petrol,Nov-24,373000,12.829333698625952
BMW,5 Series,14,115000,Automatic,second,Diesel,Nov-24,520000,13.16158409055761
Mahindra,XUV500,6,19000,Manual,second,Diesel,Oct-24,995000,13.81049801614073
Honda,Amaze,6,67000,Automatic,second,Petrol,Nov-24,575000,13.262125319779487
Toyota,Fortuner,3,50000,Manual,first,Diesel,Nov-24,4000000,15.201804919084164
BMW,3 Series GT,9,61000,Automatic,first,Diesel,Nov-24,2151000,14.581443408249868
Audi,Other_Models,11,44000,Automatic,first,Diesel,Nov-24,1670000,14.328334184392938
Mahindra,XUV500,11,67000,Manual,first,Diesel,Nov-24,450000,13.017002861746503
Audi,Other_Models,11,172000,Automatic,second,Diesel,Nov-24,1150000,13.955272500339433
Other_Brands,Ecosport,10,93000,Manual,first,Diesel,Nov-24,675000,13.422467969854667
Maruti Suzuki,Baleno,8,46000,Manual,first,Petrol,Nov-24,421000,12.950388112664518
Maruti Suzuki,Swift,6,98000,Automatic,first,Petrol,Nov-24,640000,13.369223455335854
Hyundai,Verna,13,62000,Manual,first,Petrol,Nov-24,349000,12.762827201184564
Mahindra,Other_Models,2,60000,Automatic,first,Diesel,Nov-24,1951000,14.483852619605248
Maruti Suzuki,Baleno,6,35000,Automatic,first,Petrol,Nov-24,700000,13.458835614025542
Hyundai,Santro Xing,18,100000,Manual,second,Petrol,Sep-24,100000,11.512925464970229
Hyundai,Grand i10,10,52000,Automatic,first,Petrol,Nov-24,375000,12.834681304952548
Maruti Suzuki,Vitara-Brezza,4,63000,Manual,first,Petrol,Nov-24,795000,13.58609739363647
Hyundai,Venue,4,68000,Automatic,second,Petrol,Nov-24,820000,13.617059619240436
Tata,Other_Models,10,132000,Manual,second,Diesel,Nov-24,150000,11.918390573078392
Honda,Amaze,7,65000,Automatic,first,Diesel,Oct-24,799000,13.591116224748411
Tata,Nexon,5,18231,Manual,first,Petrol,Nov-24,539101,13.197658216381464
Mercedes-Benz,E-Class,13,73800,Automatic,second,Diesel,Nov-24,990000,13.805460222110773
Other_Brands,Other_Models,7,40000,Automatic,second,Petrol,Sep-24,3400000,15.03928598958639
BMW,3 Series GT,8,77000,Automatic,first,Diesel,Sep-24,2450000,14.71159858252091
Maruti Suzuki,Alto-800,7,72531,Manual,first,Petrol,Nov-24,265000,12.487485104968359
Audi,Other_Models,10,65000,Automatic,second,Diesel,Nov-24,899999,13.71014893119472
Toyota,Innova Crysta,7,116000,Automatic,first,Diesel,Nov-24,1650000,14.316285845876763
Other_Brands,Other_Models,1,8000,Automatic,first,Petrol,Nov-24,1800000,14.403297222866392
Maruti Suzuki,Baleno,8,81000,Manual,second,Petrol,Nov-24,575000,13.262125319779487
Hyundai,Verna,12,120000,Manual,second,Diesel,Nov-24,360000,12.793859310432293
Mahindra,Thar,10,71291,Manual,second,Diesel,Nov-24,520000,13.16158409055761
Other_Brands,Endeavour,8,80000,Automatic,first,Diesel,Nov-24,2275000,14.637490610367188
Maruti Suzuki,Vitara-Brezza,6,54900,Automatic,second,Diesel,Oct-24,790000,13.579788224443204
Maruti Suzuki,Baleno,7,55000,Manual,first,Diesel,Sep-24,590000,13.287877815881902
Hyundai,Other_Models,7,40000,Automatic,first,Diesel,Nov-24,888000,13.696727021974308
Maruti Suzuki,Swift-Dzire,12,175000,Manual,second,Diesel,Nov-24,370000,12.821258284620408
BMW,5 Series,11,90000,Automatic,second,Diesel,Nov-24,1221000,14.015180753092842
Mercedes-Benz,C-Class,9,95000,Automatic,first,Diesel,Oct-24,1795000,14.400515579904516
Hyundai,Creta,6,7687,Automatic,first,Diesel,Nov-24,700000,13.458835614025542
Maruti Suzuki,Swift-Dzire,5,82000,Manual,first,Petrol,Nov-24,535000,13.190022025878143
Toyota,Corolla Altis,8,123000,Manual,second,Diesel,Nov-24,1175000,13.976778705560397
Toyota,Fortuner,8,59023,Automatic,second,Diesel,Oct-24,2995000,14.912454789531687
Other_Brands,Endeavour,7,115000,Automatic,second,Diesel,Nov-24,2275000,14.637490610367188
Toyota,Innova Crysta,8,90000,Manual,second,Diesel,Nov-24,1250000,14.038654109278484
Maruti Suzuki,Alto-800,11,88600,Automatic,second,Petrol,Nov-24,185000,12.128111104060462
Hyundai,Eon,8,33000,Manual,first,Petrol,Nov-24,280000,12.542544882151386
Other_Brands,Other_Models,11,105904,Automatic,second,Diesel,Nov-24,1040000,13.854731271117556
Tata,Other_Models,5,12600,Manual,first,Petrol,Nov-24,575000,13.262125319779487
Other_Brands,Other_Models,7,76000,Manual,second,Petrol,Jul-24,211000,12.259613412458204
Mahindra,XUV500,13,125000,Manual,second,Diesel,Oct-24,450000,13.017002861746503
Mercedes-Benz,E-Class,6,29800,Automatic,first,Diesel,Nov-24,4490000,15.317363259718437
Mercedes-Benz,C-Class,14,46000,Automatic,second,Diesel,Nov-24,600000,13.304684934198283
Mercedes-Benz,E-Class,11,73000,Automatic,second,Diesel,Nov-24,1230000,14.0225247273486
Other_Brands,Endeavour,8,91000,Automatic,second,Diesel,Nov-24,2050000,14.53335035111459
Mahindra,Thar,5,40000,Automatic,first,Diesel,Nov-24,1350000,14.115615150414612
BMW,Other_Models,7,24200,Automatic,first,Diesel,Oct-24,7750000,15.86320340132953
Hyundai,Grand i10,12,61000,Manual,first,Petrol,Nov-24,280000,12.542544882151386
BMW,3 Series GT,6,31000,Automatic,first,Diesel,Nov-24,3199999,14.978661055269907
Mercedes-Benz,E-Class,11,83000,Automatic,second,Diesel,Nov-24,1395000,14.148404973237604
Maruti Suzuki,Ritz,13,165000,Manual,second,Diesel,Nov-24,175000,12.072541252905651
Maruti Suzuki,Other_Models,6,17000,Automatic,second,Petrol,Sep-24,390000,12.873902018105829
Maruti Suzuki,Wagon-R,12,56000,Manual,first,Petrol,Nov-24,249000,12.425208175446844
Audi,A6,11,11000,Automatic,first,Diesel,Nov-24,1350000,14.115615150414612
Other_Brands,Endeavour,7,115000,Automatic,first,Diesel,Nov-24,2250000,14.626440774180603
Other_Brands,Seltos,5,49900,Manual,first,Petrol,Nov-24,999000,13.81451005763069
Mercedes-Benz,C-Class,12,65000,Automatic,second,Petrol,Nov-24,945000,13.758940206475879
Maruti Suzuki,Other_Models,22,33000,Manual,second,Petrol,Nov-24,129000,11.76756768334381
Other_Brands,Seltos,4,58000,Automatic,first,Petrol,Nov-24,1299999,14.0778740532007
Audi,A6,9,52000,Automatic,second,Diesel,Nov-24,1650000,14.316285845876763
Maruti Suzuki,Ciaz,5,55000,Manual,first,Petrol,Nov-24,890000,13.698976741708323
Honda,City,11,85000,Manual,first,Diesel,Nov-24,395000,12.886641043883259
Hyundai,Creta,9,62000,Manual,first,Petrol,Nov-24,645000,13.37700559577791
Honda,City,9,67000,Manual,second,Diesel,Nov-24,500000,13.122363377404328
Mercedes-Benz,Other_Models,6,31000,Automatic,first,Petrol,Nov-24,2765000,14.832551192938572
BMW,5 Series,13,50800,Automatic,first,Diesel,Nov-24,1125000,13.933293593620657
Other_Brands,Other_Models,10,62000,Automatic,second,Diesel,Nov-24,1450000,14.187074114396758
Hyundai,i20,2,11300,Automatic,first,Petrol,Nov-24,925000,13.737549016494562
Maruti Suzuki,Swift,7,105000,Automatic,first,Diesel,Nov-24,630000,13.353475098367715
Tata,Other_Models,8,98623,Automatic,first,Diesel,Nov-24,635000,13.36138027787483
Hyundai,i20,11,56000,Manual,first,Petrol,Nov-24,465000,13.049792684569493
Hyundai,Eon,8,68000,Manual,second,Petrol,Nov-24,255000,12.449018824140563
Maruti Suzuki,Swift,7,85000,Manual,second,Diesel,Nov-24,935000,13.748301808270824
Other_Brands,Other_Models,5,27000,Automatic,second,Petrol,Nov-24,1300000,14.077874822431765
Tata,Tiago,8,39065,Manual,first,Petrol,Oct-24,448000,13.012548511397123
Maruti Suzuki,Ertiga,8,44000,Automatic,first,Petrol,Nov-24,785000,13.573438996764546
Mercedes-Benz,Other_Models,9,59500,Automatic,first,Petrol,Nov-24,5000000,15.424948470398375
Honda,Amaze,10,89000,Manual,second,Petrol,Nov-24,420000,12.948009990259552
Honda,City,10,120000,Manual,second,Petrol,Nov-24,600000,13.304684934198283
Hyundai,Venue,4,33000,Manual,first,Petrol,Nov-24,795000,13.58609739363647
Toyota,Innova Crysta,3,32500,Manual,first,Diesel,Nov-24,2900000,14.880221294956703
Honda,Amaze,7,124000,Manual,first,Diesel,Nov-24,695000,13.45166712454693
Honda,City,11,78000,Manual,second,Diesel,Nov-24,499800,13.121963297382989
Honda,City,11,65374,Automatic,second,Petrol,Nov-24,545000,13.208541073645382
Maruti Suzuki,Celerio,8,57000,Automatic,second,Petrol,Nov-24,319000,12.672946381766982
Other_Brands,Other_Models,16,80000,Manual,first,Petrol,Nov-24,115000,11.652687407345388
Toyota,Fortuner,10,95000,Manual,first,Diesel,Nov-24,1565000,14.26339638195639
Toyota,Other_Models,13,117000,Manual,second,Petrol,Nov-24,384000,12.858397831569864
Mahindra,Thar,10,35000,Manual,second,Diesel,Oct-24,650000,13.38472764187182
Maruti Suzuki,Ertiga,6,105000,Manual,second,Diesel,Nov-24,960000,13.77468856344402
BMW,Other_Models,3,14000,Automatic,first,Diesel,Nov-24,3800000,15.150511624696614
Mahindra,Thar,4,55000,Automatic,first,Petrol,Nov-24,1175000,13.976778705560397
Toyota,Fortuner,6,69810,Manual,second,Diesel,Nov-24,2985000,14.90911030480884
Hyundai,Venue,3,53000,Manual,second,Petrol,Nov-24,955000,13.769466619462868
Other_Brands,Seltos,5,86000,Automatic,first,Diesel,Nov-24,1580000,14.27293540500315
Hyundai,i10,15,100000,Manual,second,Petrol,Nov-24,150000,11.918390573078392
Maruti Suzuki,Vitara-Brezza,9,55000,Manual,first,Diesel,Nov-24,740000,13.514405465180353
Mahindra,Other_Models,5,47000,Manual,second,Diesel,Nov-24,1550000,14.253765488895429
Other_Brands,Other_Models,9,44000,Manual,second,Petrol,Nov-24,215000,12.2783933071098
Maruti Suzuki,Swift-Dzire,3,9850,Manual,first,Petrol,Nov-24,695000,13.45166712454693
Honda,Other_Models,13,50000,Manual,second,Petrol,Oct-24,239999,12.388390035648781
Mercedes-Benz,Other_Models,3,20400,Automatic,first,Diesel,Oct-24,7200000,15.789591583986283
Other_Brands,Ecosport,10,125000,Manual,first,Petrol,Nov-24,445000,13.005829561148378
Honda,Amaze,11,52000,Automatic,second,Petrol,Oct-24,425000,12.959844447906553
Maruti Suzuki,Wagon-R,18,85000,Manual,second,Petrol,Nov-24,200000,12.206072645530174
Audi,Other_Models,9,44000,Automatic,second,Diesel,Nov-24,1195000,13.993656743347747
Audi,Other_Models,10,100000,Automatic,second,Diesel,Nov-24,1200000,13.997832114758229
Maruti Suzuki,Other_Models,11,34500,Manual,second,Petrol,Nov-24,240000,12.388394202324129
Hyundai,Verna,6,37000,Manual,second,Petrol,Sep-24,825000,13.623138665316818
Mercedes-Benz,Other_Models,14,10010,Automatic,second,Diesel,Nov-24,810000,13.604789526648622
Toyota,Fortuner,11,185000,Manual,second,Diesel,Nov-24,1351000,14.116355616942336
BMW,Other_Models,5,25000,Automatic,first,Petrol,Nov-24,3785111,15.146585770711658
Maruti Suzuki,Other_Models,25,50000,Manual,second,Petrol,Nov-24,90000,11.407564949312402
Hyundai,i20,7,75000,Manual,second,Diesel,Nov-24,700000,13.458835614025542
Maruti Suzuki,Other_Models,13,60000,Manual,first,Petrol,Nov-24,295000,12.594730635321957
Maruti Suzuki,Other_Models,1,1600,Manual,first,Petrol,Nov-24,1350000,14.115615150414612
Toyota,Innova Crysta,8,120000,Manual,second,Diesel,Nov-24,1775000,14.389310980891652
Mahindra,Other_Models,6,71150,Automatic,second,Diesel,Oct-24,1500000,14.22097566607244
Honda,City,3,16000,Automatic,first,Petrol,Nov-24,1385000,14.141210697603576
Mahindra,XUV500,8,95999,Automatic,first,Diesel,Nov-24,975000,13.790192749979985
Hyundai,Verna,3,40000,Automatic,first,Diesel,Nov-24,1399000,14.151268253647618
Mercedes-Benz,C-Class,10,68000,Automatic,second,Diesel,Nov-24,2700000,14.808762330974558
Toyota,Other_Models,13,92000,Manual,second,Diesel,Nov-24,249999,12.429212196836383
Audi,Other_Models,14,29300,Automatic,second,Petrol,Nov-24,799999,13.592365756649283
Other_Brands,Other_Models,15,98000,Automatic,first,Petrol,Nov-24,490000,13.102160670086809
Maruti Suzuki,Celerio,3,39270,Automatic,first,Petrol,Nov-24,585000,13.279367126213993
Mercedes-Benz,Other_Models,8,88927,Automatic,first,Petrol,Nov-24,5500000,15.520258650202699
Toyota,Other_Models,14,78000,Manual,second,Petrol,Nov-24,190000,12.154779351142624
Maruti Suzuki,Other_Models,5,38000,Manual,first,Petrol,Nov-24,1150000,13.955272500339433
Maruti Suzuki,Other_Models,6,61231,Automatic,first,Petrol,Nov-24,825101,13.623261082066007
Audi,Other_Models,10,42000,Automatic,second,Diesel,Nov-24,1050000,13.864300722133706
Other_Brands,Duster,11,105000,Manual,second,Diesel,Nov-24,215000,12.2783933071098
Other_Brands,Other_Models,3,24000,Automatic,first,Diesel,Nov-24,1920000,14.467835744003965
Other_Brands,Ecosport,11,75000,Manual,first,Diesel,Oct-24,425000,12.959844447906553
Maruti Suzuki,Other_Models,4,14000,Automatic,first,Petrol,Nov-24,475000,13.071070083016778
Mahindra,Scorpio,9,70013,Automatic,first,Diesel,Oct-24,1180000,13.981024996441848
Mahindra,Other_Models,5,75000,Manual,second,Diesel,Nov-24,745000,13.521139497361697
Tata,Tiago,8,71352,Manual,second,Petrol,Oct-24,325000,12.691580461311874
Hyundai,Other_Models,11,53000,Automatic,first,Petrol,Nov-24,575000,13.262125319779487
Hyundai,Verna,12,78000,Manual,second,Petrol,Nov-24,405000,12.911642346088676
Audi,Other_Models,7,110000,Automatic,second,Diesel,Nov-24,2300000,14.648419680899378
Mahindra,XUV500,12,95000,Manual,second,Diesel,Oct-24,515000,13.151922179645874
Hyundai,i20,6,21000,Manual,first,Petrol,Nov-24,585000,13.279367126213993
Mercedes-Benz,Other_Models,3,95000,Automatic,second,Diesel,Nov-24,5300000,15.483217378522351
Honda,City,21,80000,Manual,second,Petrol,Nov-24,95000,11.461632170582678
Honda,City,7,15000,Manual,first,Petrol,Nov-24,769999,13.554144495127725
Hyundai,Creta,10,142000,Manual,first,Diesel,Nov-24,525000,13.17115354157376
Volkswagen,Other_Models,14,83800,Automatic,second,Diesel,Nov-24,550000,13.217673557208654
BMW,5 Series,9,47000,Automatic,second,Diesel,Nov-24,2500000,14.73180128983843
BMW,Other_Models,12,57000,Automatic,first,Diesel,Nov-24,1200000,13.997832114758229
Honda,Amaze,7,124000,Manual,first,Diesel,Nov-24,695000,13.45166712454693
Volkswagen,VentoTest,14,60000,Manual,first,Petrol,Nov-24,269000,12.502466658583977
Maruti Suzuki,Other_Models,7,21000,Automatic,second,Petrol,Nov-24,555000,13.226723392728571
Maruti Suzuki,Ciaz,8,54000,Manual,first,Petrol,Nov-24,640000,13.369223455335854
Other_Brands,Endeavour,7,136000,Automatic,first,Diesel,Nov-24,1990000,14.503645196700676
Hyundai,Verna,4,65000,Manual,second,Petrol,Oct-24,890000,13.698976741708323
BMW,Other_Models,13,51000,Automatic,second,Diesel,Nov-24,699000,13.457406021215947
Tata,Other_Models,2,59500,Manual,first,Diesel,Nov-24,950000,13.764217263576723
Honda,City,6,49000,Automatic,first,Petrol,Nov-24,1021000,13.836293097146802
Maruti Suzuki,Other_Models,8,113000,Manual,second,Diesel,Nov-24,595000,13.296316684527767
Hyundai,Creta,10,72000,Automatic,first,Diesel,Nov-24,825000,13.623138665316818
Other_Brands,KWID,7,38000,Automatic,second,Petrol,Nov-24,380000,12.84792653170257
Toyota,Innova,13,0,Manual,second,Diesel,Aug-24,595000,13.296316684527767
Mahindra,Other_Models,3,25000,Automatic,first,Diesel,Nov-24,2690000,14.805051751578022
Maruti Suzuki,Ertiga,9,65000,Manual,second,Diesel,Nov-24,560000,13.235692062711331
Maruti Suzuki,Alto,17,100000,Manual,second,Petrol,Aug-24,98000,11.49272275765271
Maruti Suzuki,Other_Models,6,16000,Automatic,first,Diesel,Nov-24,850000,13.652991628466498
Toyota,Other_Models,9,45250,Manual,second,Petrol,Nov-24,459000,13.036805489042683
Maruti Suzuki,Ertiga,13,73100,Manual,second,Petrol,Nov-24,535000,13.190022025878143
Mahindra,Thar,3,58600,Automatic,first,Diesel,Nov-24,1800000,14.403297222866392
Volkswagen,Polo,6,47000,Manual,second,Diesel,Nov-24,890000,13.698976741708323
Audi,A6,15,57000,Automatic,second,Petrol,Nov-24,465000,13.049792684569493
